lsNr;Betreiber;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Bundesland;Kreis/kreisfreie Stadt;Breitengrad;Längengrad;Inbetriebnahmedatum;Anschlussleistung;Normalladeeinrichtung;Anzahl Ladepunkte;Steckertypen1;P1 [kW];Public Key1;Steckertypen2;P2 [kW];Public Key2;Steckertypen3;P3 [kW];Public Key3;Steckertypen4;P4 [kW];Public Key4
930;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
931;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
932;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
933;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
934;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
935;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
936;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
937;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
938;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
939;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
940;E.ON Drive GmbH;Schleswag-HeinGas-Platz;1;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.746264;9.942314;2020-05-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
941;May & Olde GmbH;Pascalstr.;6-8;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.7439143;9.9401565;2021-01-16;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
942;Comfortcharge GmbH;Justus-von-Liebig-Ring;23;;25451;Quickborn;Schleswig-Holstein;Kreis Pinneberg;53.73477;9.9101;2020-02-13;150;Schnellladeeinrichtung;3;DC Kupplung Combo, DC CHAdeMO;150;;AC Steckdose Typ 2;22;;AC Kupplung Typ 2;22;;;;
943;Stadtwerke Elmshorn;Siethwender Chaussee;0;;25335;Raa-Besenbek;Schleswig-Holstein;Kreis Pinneberg;53.76638;9.62722;2018-07-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
944;Stadtwerke Husum GmbH;Bannony;1;;25873;Rantrum;Schleswig-Holstein;Kreis Nordfriesland;54.433931;9.131484;2019-02-11;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
945;E.ON Drive GmbH;Bäderstraße;19;;23626;Ratekau;Schleswig-Holstein;Kreis Ostholstein;53.94751;10.73615;2018-04-25;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
946;Vereinigte Stadtwerke GmbH;Unter den Linden;1;;23909;Ratzeburg;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.699647;10.770292;2016-02-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
947;Vereinigte Stadtwerke GmbH;Schweriner Straße;90;;23909;Ratzeburg;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.691097;10.80493;2018-08-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
948;Vereinigte Stadtwerke GmbH;Domstraße;2;;23909;Ratzeburg;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.69973;10.774686;2021-09-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
949;Vereinigte Stadtwerke GmbH;Röpersberg;1;;23909;Ratzeburg;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.688828;10.779032;2022-07-04;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
950;EnBW mobility+ AG und Co.KG;Bahnhofsallee;40-42;;23909;Ratzeburg;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.699656;10.741201;2021-03-10;150;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
951;Kreis Herzogtum Lauenburg, Gebietskörperschaft;Barlachstraße;2;;23909;Ratzeburg;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.698133;10.772729;2016-05-23;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
952;ewerk Sachsenwald GmbH;Sachsenwaldstraße;20;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.528793;10.2518;2017-07-24;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
953;ewerk Sachsenwald GmbH;Hermann-Körner-Str.;47;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.521253;10.244681;2017-05-11;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
954;ewerk Sachsenwald GmbH;Am Ladenzentrum;9;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.51116;10.236645;2017-05-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
955;ewerk Sachsenwald GmbH;Liebigstraße;2;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.522927;10.231367;2017-08-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
956;ewerk Sachsenwald GmbH;Hamburger Straße;7;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.510341;10.250507;2017-08-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
957;ewerk Sachsenwald GmbH;Schröders Koppel;10;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.546013;10.238705;2019-05-16;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
958;ewerk Sachsenwald GmbH;Sophienstraße;1;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.508943;10.254579;2019-12-23;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
959;ewerk Sachsenwald GmbH;Sachsenring;4;;21465;Reinbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.487522;10.250309;2019-12-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
960;ewerk Sachsenwald GmbH;Grenzweg;34;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.55329;10.24312;2020-07-02;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
961;ewerk Sachsenwald GmbH;Holsteiner Straße;34;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.5164;10.23834;2020-08-03;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
962;ewerk Sachsenwald GmbH;Schönningstedter Straße;74;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.521339;10.257583;2021-05-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D0301070342000441c89503f7856052335264af061e9e4e4734e41963731a18e565df0c923df6fcef0803299fb19639ea40016223a3578e13e927117e24260a456a9a9a46233b1d;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D0301070342000405ca55ccd18eebd95bb49e7bb096d7e4ad860d4f6aa596657905f0d05143dfd056dfb93491657ba33e3d46929d3b19f0e6b6c347054e0880a2a9049b766f7f69;;;;;;
963;ewerk Sachsenwald GmbH;Glinder Weg;17;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.515441;10.227858;2021-04-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D0301070342000491a7fa49df1711e740ffddebc3dac5f986bee9fd1d0677b72cec999d99319891ee49b45d82762b4029d87c765903398f5b26ced40edc259aabbe36ddc9665e67;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D030107034200040cb8fccb73eac1a560b988a4c34b83d3d491d63ef0f7a40f9eb1309ffed655800fdd2f0d71829397f63bdc2a0da73dee257b34c6cdb7fcde86449182342421e8;;;;;;
964;ewerk Sachsenwald GmbH;Loddenallee;11;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.510191;10.23892;2021-05-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D030107034200043cb71673eb37817a98a381116ab554e1024ba72ddf28bdb681e1a655d25d17ac923117b2ab857cbe2218acdfc1f226eb1d265912f94b47084e887ddb15422b2b;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D0301070342000444cee1171aa1c91daf4bd7787663fa929db1819ecfb7f2387dcb21b31937a198719a631df02fb742ed2b4781d90668dadc9c847e8f3442c6e93b30e86b2f060b;;;;;;
965;ewerk Sachsenwald GmbH;Vierländer Weg;6;;21465;Reinbek;Schleswig-Holstein;Kreis Stormarn;53.514606;10.252079;2021-08-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D03010703420004e125e87b28b75b9073ef0b232db9498de0c900ad436620dcb8373bcd32a01a7f6f47243d9cc5f9be4c61dc50c3e934ae36760ea99fd938e12c2c38859d8e79ac;AC Steckdose Typ 2;22;3059301306072A8648CE3D020106082A8648CE3D03010703420004f4ddc1b5196b817c2c30132d1c882d40eb3f476d0a82229bc45649a0aea82f7afd12f0e6eb4b6fc443df774e397be3ebc4a57b3b386377df5aef3a61af14816f;;;;;;
966;CLEVER A/S;Barnitzer Strasse;1-7;;23858;Reinfeld;Schleswig-Holstein;Kreis Stormarn;53.822247;10.502461;2015-12-17;86;Schnellladeeinrichtung;3;AC Kupplung Typ 2;43;;DC Kupplung Combo;50;;DC CHAdeMO;50;;;;
967;E.ON Drive GmbH;Serways Trave West;0;BAB1;23858;Reinfeld;Schleswig-Holstein;Kreis Stormarn;53.81885;10.478865;2017-09-01;93;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
968;EnBW mobility+ AG und Co.KG;Eichenstr.;30-40;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.65727;9.81403;2021-03-23;150;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
969;GP JOULE Connect GmbH;Am Dolmen;9;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.68108825;9.796763683;2022-06-02;50;Schnellladeeinrichtung;2;DC Kupplung Combo;50;3056301006072A8648CE3D020106052B8104000A0342000435FBBC586E1A2CC297283467CBEA2592AA1A974484B60B6FCDED555DB07E4C49D0D5939C6496FEE510D6AA259C536022CAAFA832D7BDD4F7574B161DE6E1C93F;AC Steckdose Typ 2;22;3056301006072A8648CE3D020106052B8104000A0342000435FBBC586E1A2CC297283467CBEA2592AA1A974484B60B6FCDED555DB07E4C49D0D5939C6496FEE510D6AA259C536022CAAFA832D7BDD4F7574B161DE6E1C93F;;;;;;
970;GP JOULE Connect GmbH;Am Dolmen;9;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.68107439;9.796851432;2022-06-02;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3056301006072A8648CE3D020106052B8104000A0342000456D0578B54BF280CCDB760E46A3E2B07BF38933A73AC97D95AC5176D9E84488F38E4DE44B205C95851F1BDD8CA49296056B042C14059808B03B14D59197117DF;AC Steckdose Typ 2;22;3056301006072A8648CE3D020106052B8104000A0342000456D0578B54BF280CCDB760E46A3E2B07BF38933A73AC97D95AC5176D9E84488F38E4DE44B205C95851F1BDD8CA49296056B042C14059808B03B14D59197117DF;;;;;;
971;Stadtwerke Elmshorn;Hauptstraße;60;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.650829;9.829813;2018-07-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
972;E.ON Drive GmbH;Siemensstrasse;35 B;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.630146;9.885313;2020-11-16;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
973;E.ON Drive GmbH;Siemensstrasse;35 B;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.630146;9.885312;2020-11-16;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
974;E.ON Drive GmbH;Siemensstrasse;35 B;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.630146;9.885314;2020-11-16;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
975;E.ON Drive GmbH;Siemensstrasse;35 B;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.630146;9.885315;2020-11-16;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
976;E.ON Drive GmbH;Siemensstrasse;35 B;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.630145;9.885312;2020-11-16;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
977;Autohof Reimers GmbH;Stawedder;17-21;;25462;Rellingen;Schleswig-Holstein;Kreis Pinneberg;53.644615;9.834803;2021-02-21;13.2;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
978;Stadtwerke Rendsburg GmbH;Kaiserstraße;8;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.297609;9.668331;2016-12-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
979;Stadtwerke Rendsburg GmbH;Konrad-Adenauer-Straße;1;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.302877;9.671323;2016-12-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
980;Stadtwerke Rendsburg GmbH;Am Eiland;12;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.305796;9.671794;2016-12-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
981;Stadtwerke Rendsburg GmbH;Torstraße;9;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.307278;9.660757;2019-05-13;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
982;Stadtwerke Rendsburg GmbH;Paradeplatz;8;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.299726;9.664899;2019-05-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
983;Stadtwerke Rendsburg GmbH;Ritterstraße;8;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.297914;9.662777;2019-05-14;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
984;Stadtwerke Rendsburg GmbH;Am Gymnasium;4;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.3032;9.664949;2019-05-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
985;Stadtwerke Rendsburg GmbH;An der Untereider;8;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.304003;9.655217;2019-05-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
986;Stadtwerke Rendsburg GmbH;Ostlandstraße;46;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.320509;9.641845;2019-01-14;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
987;Stadtwerke Rendsburg GmbH;Bahnhofstraße;9;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.302991;9.668224;2019-05-29;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
988;Stadtwerke Rendsburg GmbH;Kreishafen;4;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.292515;9.671087;2020-07-22;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;38267267FD943CA33EEFFA20EAEEED5D9AD04920C428FCBEB0EDC7F5AD7847BF4A9A9507F870E0106A9EB0337C60B95D;AC Steckdose Typ 2;22;BAD742113E185FF6482C143074F506384A6CD36E4242FF037751D3B9E2CB71F15AD88335040686D23E5915E85BE8AAE6;;;;;;
989;Stadtwerke Rendsburg GmbH;Sophienstraße;1;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.308662;9.653784;2020-07-22;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;2F3599EFF3CE7F2A0F66EC16889E2E85885D9FCF43DF0892FB47B084E2B1192F98E56FA591BEDD84DE661C401293A0D2;AC Steckdose Typ 2;22;B5CA471B618A62F6B3A5F6B68D1A92860BDA700D8557C48568C7283E2C774C17EE2E43D380B50F52B9994DF232716CEF;;;;;;
990;GP JOULE Connect GmbH;Friedrichstädter Straße;52;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.32017008;9.626915146;2022-04-26;300;Schnellladeeinrichtung;2;DC Kupplung Combo;300;3056301006072A8648CE3D020106052B8104000A03420004A81C406F0515EC43B7C01F8A94FACE8690DB0AF1E0B44F383041C3430D222765687B0CAEC0F8CEE1FDCAB7EA049575B33E877D9078E42185F7D7F2A24C901D87;DC Kupplung Combo;300;3056301006072A8648CE3D020106052B8104000A03420004973E18769777700D9A2A0F5D310F190903440945F6BB309B16C46476B2BAEE86EAB4B13946F82B353DC5E8B8501050A46C73883F5047668F40009D49E2895E07;;;;;;
991;E.ON Drive GmbH;Kieler Straße;47;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.307783;9.688825;2018-04-16;93;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
992;May & Olde GmbH;Büsumer Str.;150;;24768;Rendsburg;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.327839;9.619281;2020-11-05;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
993;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2016-11-01;30;Normalladeeinrichtung;4;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;AI3GQSX66JMCTONNPMY2CFAN6YTWDMIMF4CQAWFF;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;
994;GP JOULE Connect GmbH;Cecilienkoog;16;;25822;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2016-11-01;30;Normalladeeinrichtung;4;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;APWWE7OAO5563563KKINXCQS2MAAPWDCZQUSRRBA;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;;AC Steckdose Typ 2, AC Kupplung Typ 2;7.5;
995;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.58557;8.92323;2016-11-09;36.8;Normalladeeinrichtung;4;AC Steckdose Typ 2;7.4;;AC Steckdose Typ 2;7.4;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
996;GP JOULE Connect GmbH;Cecilienkoog;16;;25281;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.58557;8.92323;2017-03-02;48.7;Normalladeeinrichtung;4;AC Steckdose Typ 2;4.7;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
997;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2019-03-26;27.68;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
998;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2019-03-26;27.68;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
999;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2019-03-26;27.68;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
1000;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2019-03-26;27.68;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
1001;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2019-03-26;27.68;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;
1002;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2019-03-26;34.6;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1003;GP JOULE Connect GmbH;Cecilienkoog;16;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.585734;8.923624;2019-03-26;34.6;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1004;GP JOULE Connect GmbH;Sophien-Magdalenen-Koog;8;;25821;Reußenköge;Schleswig-Holstein;Kreis Nordfriesland;54.592552;8.945012;2018-09-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04F8 E940 159A 7959 F8F6 EC83 9FE1 71F5 487D 18F3 0D05 DFB2 78C6 D3C7 553D B8C8 15D7 767C 490A C49E A948 0BEB E24C CDC8 50F3 36D3 3C1C B1FE 0F33 01DC 58B7 87B9 21;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 049A 301C C4ED D8DF 4CFA 2636 6474 739D 61BF 3160 BC86 DF80 A65F BDC6 866B 0679 C660 7940 8678 E06D 08AF 485C 45C3 3C81 F5C7 87F3 C066 D61C EC4F AA3F D6D9 BDC7 DB;;;;;;
1005;E.ON Drive GmbH;Dorfstr.;63;;24635;Rickling;Schleswig-Holstein;Kreis Segeberg;54.00511;10.165816;2020-05-06;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1006;E.ON Drive GmbH;Dorfstr.;63;;24635;Rickling;Schleswig-Holstein;Kreis Segeberg;54.00511;10.165816;2020-05-06;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1007;E.ON Drive GmbH;Dorfstr.;63;;24635;Rickling;Schleswig-Holstein;Kreis Segeberg;54.00511;10.165816;2020-05-06;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1008;EWE Go GmbH;An der B;5;;25920;Risum-Lindholm;Schleswig-Holstein;Kreis Nordfriesland;54.75995903;8.877902627;2021-12-13;196;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
1009;Stadtwerke Nordfriesland GmbH;Dorfstraße;256;;25920;Risum-Lindholm;Schleswig-Holstein;Kreis Nordfriesland;54.766256;8.879548;2020-09-24;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1010;Stadtwerke Nordfriesland GmbH;Herrenkoogstraße;4;;25920;Risum-Lindholm;Schleswig-Holstein;Kreis Nordfriesland;54.745944;8.843188;2020-09-24;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1011;SPR Energie GmbH;Neudorf;1;;25924;Rodenäs;Schleswig-Holstein;Kreis Nordfriesland;54.88277;8.68288;2016-11-01;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
1012;Vereinigte Stadtwerke GmbH;Hauptstraße;75a;;23898;Sandesneben;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.688562;10.487265;2017-03-31;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
